Absolutely. Here are Batch D full packs (GI + NEURO + GU) in the same “data-only / GENERIC_V1” style as Batch C:

COMPLAINT_REGISTRY (22 rows)

CORE_QUESTIONS (one row per question)

RED_FLAGS (explicit, severity-appropriate)

CLUSTER_SCORING_RULES (includes a few negative suppressors)

DISP_RULES (priority-ordered)

OUTPUT_TEMPLATES (stable IDs)

GOLDENS (10 per complaint = 220 cases)

Everything below is copy/paste-ready CSV blocks.

1) COMPLAINT_REGISTRY (Batch D)
Complaint_Slug,System,Display_Name,Version,Pipeline,Aliases
gi_abdominal_pain,GI,Abdominal Pain,GENERIC_V1,GENERIC_V1,"abd pain|stomach pain|belly pain|tummy pain|abdominal cramping"
gi_diarrhea,GI,Diarrhea,GENERIC_V1,GENERIC_V1,"diarrhea|loose stools|watery stool|the runs"
gi_vomiting,GI,Vomiting / Nausea,GENERIC_V1,GENERIC_V1,"vomiting|throwing up|nausea|emesis"
gi_gi_bleeding,GI,GI Bleeding,GENERIC_V1,GENERIC_V1,"blood in stool|black stool|melena|hematochezia|vomiting blood|hematemesis"
gi_constipation,GI,Constipation,GENERIC_V1,GENERIC_V1,"constipation|no poop|hard stool|can't go"
gi_jaundice,GI,Jaundice / Yellow Eyes,GENERIC_V1,GENERIC_V1,"jaundice|yellow eyes|yellow skin|dark urine|pale stool"
gi_dysphagia,GI,Trouble Swallowing,GENERIC_V1,GENERIC_V1,"dysphagia|food stuck|can't swallow|painful swallow|odynophagia"
gi_acute_pancreatitis_like,GI,Severe Epigastric Pain (Pancreatitis-like),GENERIC_V1,GENERIC_V1,"epigastric pain|upper stomach pain|pain to back|pancreatitis"

neuro_headache,NEURO,Headache,GENERIC_V1,GENERIC_V1,"headache|migraine|pressure in head|head pain"
neuro_dizziness_vertigo,NEURO,Dizziness / Vertigo,GENERIC_V1,GENERIC_V1,"dizzy|vertigo|room spinning|lightheaded|off balance"
neuro_weakness_numbness,NEURO,Weakness / Numbness,GENERIC_V1,GENERIC_V1,"weakness|numbness|tingling|one-sided weakness|can't move"
neuro_seizure,NEURO,Seizure,GENERIC_V1,GENERIC_V1,"seizure|convulsion|shaking episode|passed out shaking"
neuro_syncope,NEURO,Syncope / Fainting,GENERIC_V1,GENERIC_V1,"syncope|fainted|passed out|blackout"
neuro_confusion_ams,NEURO,Confusion / Altered Mental Status,GENERIC_V1,GENERIC_V1,"confusion|delirium|altered mental status|AMS|not acting right"

gu_dysuria_uti,GU,Dysuria / UTI Symptoms,GENERIC_V1,GENERIC_V1,"burning urination|uti|pee burns|frequency|urgency"
gu_flank_pain,GU,Flank Pain,GENERIC_V1,GENERIC_V1,"flank pain|kidney pain|side pain|back pain one side"
gu_testicular_pain,GU,Testicular Pain / Swelling,GENERIC_V1,GENERIC_V1,"testicle pain|scrotal pain|swollen testicle"
gu_hematuria,GU,Hematuria (Blood in Urine),GENERIC_V1,GENERIC_V1,"hematuria|blood in urine|pink urine|red urine"
gu_urinary_retention,GU,Urinary Retention,GENERIC_V1,GENERIC_V1,"can't pee|urinary retention|blocked urine|no urine"
gu_sti_exposure_discharge,GU,STI Exposure / Genital Discharge,GENERIC_V1,GENERIC_V1,"sti exposure|discharge|std|urethritis|genital discharge"
gu_pelvic_pain_possible_ovarian_torsion,GU,Pelvic Pain (Torsion/Ectopic/PID),GENERIC_V1,GENERIC_V1,"pelvic pain|ovary pain|one-sided pelvic pain|torsion|ectopic"
gu_vaginal_bleeding,GU,Vaginal Bleeding,GENERIC_V1,GENERIC_V1,"vaginal bleeding|heavy period|bleeding pregnant|spotting|postpartum bleeding"
2) CORE_QUESTIONS (Batch D)
Complaint_Slug,Question_ID,Question_Text,Type,Options
neuro_weakness_numbness,peripheral,neg_pp_sudden,"sudden=true",-2

neuro_seizure,first_time,ft_1,"first=true",4
neuro_seizure,status,ss_1,"ongoing=true",5
neuro_seizure,provoked,pr_1,"metabolic=true",3
neuro_seizure,provoked,pr_2,"fever=true",2
neuro_seizure,breakthrough,bt_1,"first=false",2

neuro_syncope,vasovagal,vv_1,"exert=false",1
neuro_syncope,vasovagal,vv_2,"cardiac=false",1
neuro_syncope,cardiac_syncope,cs_1,"exert=true",3
neuro_syncope,cardiac_syncope,cs_2,"cardiac=true",2
neuro_syncope,bleed_related,br_1,"bleed=true",3
neuro_syncope,vasovagal,neg_vv_exert,"exert=true",-4

neuro_confusion_ams,metabolic_toxic,mt_1,"low_glucose=true",2
neuro_confusion_ams,metabolic_toxic,mt_2,"toxic=true",2
neuro_confusion_ams,infection,inf_1,"fever=true",2
neuro_confusion_ams,stroke,st_1,"stroke_signs=true",3
neuro_confusion_ams,stroke,st_2,"sudden=true",1

gu_dysuria_uti,cystitis,cy_1,"fever=false",1
gu_dysuria_uti,cystitis,cy_2,"flank=false",1
gu_dysuria_uti,pyelonephritis,py_1,"fever=true",2
gu_dysuria_uti,pyelonephritis,py_2,"flank=true",2
gu_dysuria_uti,sti_urethritis,st_1,"discharge=true",3
gu_dysuria_uti,cystitis,neg_cy_fever,"fever=true",-2

gu_flank_pain,nephrolithiasis,ns_1,"hematuria=true",2
gu_flank_pain,nephrolithiasis,ns_2,"colicky=true",2
gu_flank_pain,nephrolithiasis,ns_3,"fever=false",1
gu_flank_pain,pyelonephritis,py_1,"fever=true",2
gu_flank_pain,pyelonephritis,py_2,"urinary=true",2
gu_flank_pain,msk,msk_1,"hematuria=false",1
gu_flank_pain,msk,msk_2,"urinary=false",1
gu_flank_pain,nephrolithiasis,neg_ns_fever,"fever=true",-3

gu_testicular_pain,torsion,ts_1,"sudden=true",3
gu_testicular_pain,torsion,ts_2,"high_riding=true",2
gu_testicular_pain,torsion,ts_3,"nausea=true",1
gu_testicular_pain,epididymitis,ep_1,"fever=true",1
gu_testicular_pain,epididymitis,ep_2,"discharge=true",2
gu_testicular_pain,trauma,tr_1,"trauma=true",3
gu_testicular_pain,epididymitis,neg_ep_sudden,"sudden=true",-2

gu_hematuria,stone,st_1,"stone_pain=true",2
gu_hematuria,stone,st_2,"fever=false",1
gu_hematuria,uti,ut_1,"fever=true",1
gu_hematuria,anticoag,ac_1,"blood_thinner=true",3
gu_hematuria,stone,neg_st_clots,"clots=true",-3

gu_urinary_retention,bph_obstruction,bp_1,"unable=true",2
gu_urinary_retention,bph_obstruction,bp_2,"fever=false",1
gu_urinary_retention,neurogenic,ng_1,"neuro=true",3
gu_urinary_retention,clot_retention,cr_1,"blood=true",3
gu_urinary_retention,bph_obstruction,neg_bp_neuro,"neuro=true",-3

gu_sti_exposure_discharge,gon_chlam,gc_1,"ulcers=false",1
gu_sti_exposure_discharge,herpes,hs_1,"ulcers=true",3
gu_sti_exposure_discharge,pid,pid_1,"pelvic=true",2
gu_sti_exposure_discharge,pid,pid_2,"fever=true",1

gu_pelvic_pain_possible_ovarian_torsion,torsion,tor_1,"sudden=true",3
gu_pelvic_pain_possible_ovarian_torsion,torsion,tor_2,"vomit=true",2
gu_pelvic_pain_possible_ovarian_torsion,ectopic,ec_1,"preg=true",2
gu_pelvic_pain_possible_ovarian_torsion,ectopic,ec_2,"bleed=true",2
gu_pelvic_pain_possible_ovarian_torsion,pid,pid_1,"fever=true",2
gu_pelvic_pain_possible_ovarian_torsion,pid,pid_2,"discharge=true",2
gu_pelvic_pain_possible_ovarian_torsion,cyst,cy_1,"sudden=true",1
gu_pelvic_pain_possible_ovarian_torsion,cyst,neg_cy_pregbleed,"preg=true AND bleed=true",-4

gu_vaginal_bleeding,preg_related,pr_1,"preg=true",3
gu_vaginal_bleeding,structural,st_1,"heavy=true",2
gu_vaginal_bleeding,hormonal,ho_1,"preg=false",1
gu_vaginal_bleeding,hormonal,neg_ho_preg,"preg=true",-5
5) DISP_RULES (Batch D)
Complaint_Slug,Rule_ID,Priority,Logic,Disposition
gi_abdominal_pain,emerg_redflags,100,"peritoneal=true OR sev>=8 OR blood=true OR (preg=true AND onset=sudden) OR chest=true OR testis=true",EMERG
gi_abdominal_pain,urgent_localized,50,"fever=true OR loc=rlq OR loc=ruq OR loc=llq OR sev>=7",URGENT
gi_abdominal_pain,routine_default,1,"sev<7",ROUTINE

gi_diarrhea,emerg_dehyd,100,"dehyd=true AND (freq>=8 OR dur>=2)",EMERG
gi_diarrhea,urgent_blood_fever_abx,50,"blood=true OR fever=true OR abx=true OR abdsev=true OR immuno=true",URGENT
gi_diarrhea,routine_default,1,"dur>0",ROUTINE

gi_vomiting,emerg_bleed_or_obstruct_or_neuro,100,"blood=true OR (bilious=true AND abdsev=true) OR neuro=true",EMERG
gi_vomiting,urgent_dehyd_preg_fever_pain,50,"dehyd=true OR preg=true OR fever=true OR abdsev=true",URGENT
gi_vomiting,routine_default,1,"dur>0",ROUTINE

gi_gi_bleeding,emerg_any_bleed,100,"type=vomit_blood OR type=black_tarry OR type=bright_red_stool OR type=maroon",EMERG

gi_constipation,emerg_obstruction,100,"vomit=true AND (no_gas=true OR abdsev=true)",EMERG
gi_constipation,urgent_blood_fever,50,"blood=true OR fever=true",URGENT
gi_constipation,routine_default,1,"dur>0",ROUTINE

gi_jaundice,emerg_cholangitis_or_failure,100,"(pain_ruq=true AND fever=true AND dark_urine=true) OR confusion=true OR bleed=true",EMERG
gi_jaundice,urgent_any_jaundice,50,"dark_urine=true OR pain_ruq=true OR fever=true",URGENT
gi_jaundice,urgent_default,1,"true",URGENT

gi_dysphagia,emerg_airway_or_rupture,100,"sob=true OR drool=true OR chest_pain=true",EMERG
gi_dysphagia,urgent_impaction_or_progressive,50,"food_stuck=true OR weight_loss=true OR odyn=true",URGENT
gi_dysphagia,routine_default,1,"true",ROUTINE

gi_acute_pancreatitis_like,emerg_severe,100,"sev>=8",EMERG
gi_acute_pancreatitis_like,urgent_pancreas_pattern,50,"(epi=true AND vomit=true) OR back=true OR fever=true",URGENT
gi_acute_pancreatitis_like,urgent_default,1,"epi=true",URGENT

neuro_headache,emerg_redflags,100,"thunder=true OR neurodef=true OR fever_neck=true OR trauma=true OR eye=true",EMERG
neuro_headache,urgent_highrisk,50,"age50=true OR preg_postpartum=true",URGENT
neuro_headache,routine_default,1,"true",ROUTINE

neuro_dizziness_vertigo,emerg_redflags,100,"neurodef=true OR kind=off_balance OR headache=true OR cardiac=true",EMERG
neuro_dizziness_vertigo,urgent_persistent,50,"vomit=true OR ear=true",URGENT
neuro_dizziness_vertigo,routine_default,1,"true",ROUTINE

neuro_weakness_numbness,emerg_stroke_or_spinal,100,"spinal=true OR (sudden=true AND (face_speech=true OR one_side=true OR vision=true))",EMERG
neuro_weakness_numbness,urgent_default,50,"true",URGENT

neuro_seizure,emerg_all,100,"true",EMERG

neuro_syncope,emerg_redflags,100,"exert=true OR cardiac=true OR injury=true OR neurodef=true OR bleed=true OR preg=true",EMERG
neuro_syncope,urgent_default,50,"true",URGENT

neuro_confusion_ams,emerg_all,100,"true",EMERG

gu_dysuria_uti,emerg_pyelo,100,"fever=true AND flank=true",EMERG
gu_dysuria_uti,urgent_complicated,50,"preg=true OR male=true OR discharge=true OR fever=true OR vomit=true",URGENT
gu_dysuria_uti,routine_default,1,"true",ROUTINE

gu_flank_pain,emerg_infected,100,"fever=true AND (urinary=true OR hematuria=true)",EMERG
gu_flank_pain,urgent_stone_or_preg,50,"colicky=true OR vomit=true OR hematuria=true OR preg=true",URGENT
gu_flank_pain,routine_default,1,"true",ROUTINE

gu_testicular_pain,emerg_torsion_any,100,"sudden=true OR high_riding=true OR nausea=true",EMERG
gu_testicular_pain,urgent_infect_or_trauma,50,"fever=true OR discharge=true OR trauma=true",URGENT
gu_testicular_pain,urgent_default,1,"true",URGENT

gu_hematuria,emerg_clots_or_infected_or_trauma,100,"clots=true OR (fever=true AND stone_pain=true) OR trauma=true",EMERG
gu_hematuria,urgent_all,50,"true",URGENT

gu_urinary_retention,emerg_all,100,"true",EMERG

gu_sti_exposure_discharge,emerg_testis,100,"testis=true",EMERG
gu_sti_exposure_discharge,urgent_pid_preg_ulcers_assault,50,"(pelvic=true AND fever=true) OR preg=true OR ulcers=true OR assault=true",URGENT
gu_sti_exposure_discharge,routine_default,1,"true",ROUTINE

gu_pelvic_pain_possible_ovarian_torsion,emerg_torsion_or_ectopic,100,"(sudden=true AND vomit=true) OR (preg=true AND bleed=true)",EMERG
gu_pelvic_pain_possible_ovarian_torsion,urgent_pid,50,"fever=true OR discharge=true",URGENT
gu_pelvic_pain_possible_ovarian_torsion,urgent_default,1,"true",URGENT

gu_vaginal_bleeding,emerg_preg_heavy_faint_postpartum,100,"preg=true OR heavy=true OR faint=true OR postpartum=true",EMERG
gu_vaginal_bleeding,urgent_pain,50,"pain=true",URGENT
gu_vaginal_bleeding,urgent_default,1,"true",URGENT
6) OUTPUT_TEMPLATES (Batch D)
Complaint_Slug,Template_ID,Type,Text
gi_abdominal_pain,gi_summary_v1,summary,"Abdominal pain assessed with onset, location, severity, fever, vomiting, bleeding, pregnancy risk, and peritoneal/extra-abdominal red flags."
gi_abdominal_pain,gi_homecare_pain_v1,homecare,"If mild and stable: hydrate, bland foods, avoid alcohol/NSAIDs if bleeding risk, consider acetaminophen if safe. Return if worsening."
gi_abdominal_pain,gi_precautions_v1,precautions,"Go now for severe/worsening pain, rigid abdomen, blood in vomit/stool, fainting, pregnancy with acute pain, chest symptoms, or testicular pain."

gi_diarrhea,gi_summary_v1,summary,"Diarrhea assessed with duration, frequency, blood, fever, dehydration, exposures, antibiotics, and immune risk."
gi_diarrhea,gi_homecare_diarrhea_v1,homecare,"Oral rehydration, small bland meals, avoid alcohol. Seek care if unable to keep fluids or symptoms worsen."
gi_diarrhea,gi_precautions_v1,precautions,"Go now for severe dehydration, significant blood/black stool, severe abdominal pain with fever, or fainting."

gi_vomiting,gi_summary_v1,summary,"Vomiting assessed for bleeding, bilious emesis, dehydration, severe pain, fever, neuro symptoms, and pregnancy risk."
gi_vomiting,gi_homecare_vomit_v1,homecare,"Small frequent sips of oral rehydration, advance diet slowly. Seek care if cannot keep fluids or worsening pain."
gi_vomiting,gi_precautions_v1,precautions,"Go now for blood/coffee-ground vomit, green bile with severe pain, severe headache/neck stiffness/confusion, or dehydration."

gi_gi_bleeding,gi_summary_v1,summary,"GI bleeding characterized by appearance, amount, instability symptoms, anticoagulation, and associated pain."
gi_gi_bleeding,gi_precautions_v1,precautions,"Any vomiting blood, black/tarry stool, or bright red blood per rectum needs emergency evaluation now."

gi_constipation,gi_summary_v1,summary,"Constipation assessed with duration, pain/distension, vomiting, bleeding, fever, and ability to pass gas."
gi_constipation,gi_homecare_constipation_v1,homecare,"Hydration, fiber if appropriate, gentle osmotic laxative if safe, activity. Seek care if severe pain, vomiting, or no gas."
gi_constipation,gi_precautions_v1,precautions,"Go now for severe distension/pain with vomiting, inability to pass gas, or blood/black stool."

gi_jaundice,gi_summary_v1,summary,"Jaundice assessed with RUQ pain, fever, dark urine/pale stool, itching, bleeding tendency, and confusion."
gi_jaundice,gi_precautions_v1,precautions,"Go now for jaundice with fever and RUQ pain, confusion, bleeding, or rapid worsening."

gi_dysphagia,gi_summary_v1,summary,"Dysphagia assessed for airway risk, impaction, severe chest pain, odynophagia, and progressive symptoms/weight loss."
gi_dysphagia,gi_precautions_v1,precautions,"Go now for drooling, breathing trouble, severe chest pain, or food stuck unable to clear."

gi_acute_pancreatitis_like,gi_summary_v1,summary,"Severe epigastric pain assessed for pancreatitis pattern (back radiation, vomiting, alcohol/gallstone risk) and systemic features."
gi_acute_pancreatitis_like,gi_precautions_v1,precautions,"Go now for severe pain, persistent vomiting, fever, fainting, or worsening symptoms."

neuro_headache,neuro_summary_v1,summary,"Headache assessed for thunderclap onset, focal deficits, fever/neck stiffness, trauma, pregnancy/postpartum, age>50, and eye symptoms."
neuro_headache,neuro_precautions_v1,precautions,"Go now for sudden worst headache, new neuro deficit, fever with stiff neck/confusion, head trauma, or vision loss."

neuro_dizziness_vertigo,neuro_summary_v1,summary,"Dizziness characterized by type, focal neuro signs, severe headache, cardiac symptoms, vomiting, and ear findings."
neuro_dizziness_vertigo,neuro_precautions_v1,precautions,"Go now for new weakness/numbness/speech trouble, inability to walk, chest pain/SOB, or severe headache."

neuro_weakness_numbness,neuro_summary_v1,summary,"Weakness/numbness assessed for sudden onset, focal deficits, one-sided symptoms, and spinal red flags."
neuro_weakness_numbness,neuro_precautions_v1,precautions,"Go now for sudden weakness/numbness, facial droop, speech trouble, vision loss, or bladder/bowel changes with back pain."

neuro_seizure,neuro_summary_v1,summary,"Seizure assessed for first episode, ongoing/recurrent activity, pregnancy, fever/CNS infection, metabolic causes, and trauma."
neuro_seizure,neuro_precautions_v1,precautions,"Any seizure that is first-time, prolonged/recurrent, associated with pregnancy, fever, or injury needs emergency care now."

neuro_syncope,neuro_summary_v1,summary,"Syncope assessed for exertional/cardiac symptoms, bleeding, pregnancy, trauma, and neurologic deficits."
neuro_syncope,neuro_precautions_v1,precautions,"Go now for fainting with chest pain/palpitations/SOB, exertional syncope, injury, bleeding, pregnancy, or neuro deficits."

neuro_confusion_ams,neuro_summary_v1,summary,"Altered mental status assessed for stroke signs, infection signs, metabolic causes (hypoglycemia), and intoxication risk."
neuro_confusion_ams,neuro_precautions_v1,precautions,"Any new confusion/AMS warrants emergency evaluation now, especially with fever, headache, focal deficits, or overdose risk."

gu_dysuria_uti,gu_summary_v1,summary,"Dysuria assessed for fever/flank pain (pyelo), pregnancy, male anatomy (complicated UTI), and STI/discharge features."
gu_dysuria_uti,gu_precautions_v1,precautions,"Go now for fever with flank pain, vomiting/dehydration, pregnancy with urinary symptoms, or worsening severe pain."

gu_flank_pain,gu_summary_v1,summary,"Flank pain assessed for stone features (colicky pain, hematuria) vs infection (fever, urinary symptoms) and pregnancy risk."
gu_flank_pain,gu_precautions_v1,precautions,"Go now for fever with flank pain, vomiting/dehydration, pregnancy, or severe uncontrolled pain."

gu_testicular_pain,gu_summary_v1,summary,"Testicular pain assessed for torsion pattern (sudden severe, abnormal lie, nausea), infection/STI features, and trauma."
gu_testicular_pain,gu_precautions_v1,precautions,"Go now for sudden testicular pain, high-riding/abnormal position, nausea/vomiting, or rapidly worsening swelling."

gu_hematuria,gu_summary_v1,summary,"Hematuria assessed for clots/retention, stone pain, fever (infection), anticoagulation, and trauma."
gu_hematuria,gu_precautions_v1,precautions,"Go now for clots with trouble urinating, fever with flank pain, or trauma."

gu_urinary_retention,gu_summary_v1,summary,"Urinary retention assessed for complete inability, severe distension pain, fever, blood/clots, and neurologic red flags."
gu_urinary_retention,gu_precautions_v1,precautions,"Acute urinary retention needs emergency evaluation now, especially with severe pain, blood/clots, fever, or neurologic symptoms."

gu_sti_exposure_discharge,gu_summary_v1,summary,"STI symptoms assessed for fever, pelvic pain (PID), testicular pain (torsion/epididymitis), pregnancy, ulcers, and assault concerns."
gu_sti_exposure_discharge,gu_precautions_v1,precautions,"Go now for testicular pain, severe pelvic pain with fever, pregnancy, or sexual assault concern."

gu_pelvic_pain_possible_ovarian_torsion,gu_summary_v1,summary,"Pelvic pain assessed for torsion (sudden severe + vomiting), ectopic (pregnancy + bleeding), PID features, and discharge."
gu_pelvic_pain_possible_ovarian_torsion,gu_precautions_v1,precautions,"Go now for sudden severe pelvic pain, pregnancy with bleeding, fainting, fever, or persistent vomiting."

gu_vaginal_bleeding,gu_summary_v1,summary,"Vaginal bleeding assessed for pregnancy status, heaviness/instability, severe pain, and postpartum risk."
gu_vaginal_bleeding,gu_precautions_v1,precautions,"Go now for pregnancy bleeding, heavy bleeding, fainting, severe pain, or postpartum bleeding."
7) GOLDENS (Batch D) — 10 per complaint (220 total)

Format:

Inputs_JSON is a compact JSON object of question_id → value

Expected_Top_Dx matches one of the Dx_IDs used above

Complaint_Slug,Case_ID,Inputs_JSON,Expected_Disposition,Expected_Top_Dx
gi_abdominal_pain,GIA1,"{""onset"":""gradual"",""loc"":""diffuse"",""sev"":4,""fever"":false,""vomit"":true,""blood"":false,""preg"":false,""peritoneal"":false,""chest"":false,""testis"":false}",ROUTINE,gastroenteritis
gi_abdominal_pain,GIA2,"{""onset"":""sudden"",""loc"":""rlq"",""sev"":7,""fever"":true,""vomit"":true,""blood"":false,""preg"":false,""peritoneal"":false,""chest"":false,""testis"":false}",URGENT,appendicitis
gi_abdominal_pain,GIA3,"{""onset"":""gradual"",""loc"":""ruq"",""sev"":7,""fever"":true,""vomit"":true,""blood"":false,""preg"":false,""peritoneal"":false,""chest"":false,""testis"":false}",URGENT,cholecystitis
gi_abdominal_pain,GIA4,"{""onset"":""gradual"",""loc"":""llq"",""sev"":6,""fever"":true,""vomit"":false,""blood"":false,""preg"":false,""peritoneal"":false,""chest"":false,""testis"":false}",URGENT,diverticulitis
gi_abdominal_pain,GIA5,"{""onset"":""sudden"",""loc"":""diffuse"",""sev"":8,""fever"":false,""vomit"":true,""blood"":false,""preg"":false,""peritoneal"":true,""chest"":false,""testis"":false}",EMERG,obstruction
gi_abdominal_pain,GIA6,"{""onset"":""sudden"",""loc"":""suprapubic"",""sev"":6,""fever"":false,""vomit"":false,""blood"":true,""preg"":false,""peritoneal"":false,""chest"":false,""testis"":false}",EMERG,obstruction
gi_abdominal_pain,GIA7,"{""onset"":""sudden"",""loc"":""epigastric"",""sev"":5,""fever"":false,""vomit"":false,""blood"":false,""preg"":true,""peritoneal"":false,""chest"":false,""testis"":false}",EMERG,obstruction
gi_abdominal_pain,GIA8,"{""onset"":""gradual"",""loc"":""epigastric"",""sev"":6,""fever"":false,""vomit"":false,""blood"":false,""preg"":false,""peritoneal"":false,""chest"":true,""testis"":false}",EMERG,obstruction
gi_abdominal_pain,GIA9,"{""onset"":""sudden"",""loc"":""diffuse"",""sev"":6,""fever"":false,""vomit"":false,""blood"":false,""preg"":false,""peritoneal"":false,""chest"":false,""testis"":true}",EMERG,obstruction
gi_abdominal_pain,GIA10,"{""onset"":""gradual"",""loc"":""diffuse"",""sev"":2,""fever"":false,""vomit"":false,""blood"":false,""preg"":false,""peritoneal"":false,""chest"":false,""testis"":false}",ROUTINE,gastroenteritis

gi_diarrhea,GID1,"{""dur"":2,""freq"":5,""blood"":false,""fever"":false,""dehyd"":false,""abdsev"":false,""travel"":false,""abx"":false,""immuno"":false}",ROUTINE,viral_gastro
gi_diarrhea,GID2,"{""dur"":5,""freq"":9,""blood"":false,""fever"":false,""dehyd"":true,""abdsev"":false,""travel"":false,""abx"":false,""immuno"":false}",EMERG,viral_gastro
gi_diarrhea,GID3,"{""dur"":3,""freq"":6,""blood"":true,""fever"":true,""dehyd"":false,""abdsev"":true,""travel"":false,""abx"":false,""immuno"":false}",URGENT,invasive_bacterial
gi_diarrhea,GID4,"{""dur"":4,""freq"":8,""blood"":false,""fever"":false,""dehyd"":false,""abdsev"":false,""travel"":false,""abx"":true,""immuno"":false}",URGENT,c_diff
gi_diarrhea,GID5,"{""dur"":2,""freq"":6,""blood"":false,""fever"":false,""dehyd"":false,""abdsev"":false,""travel"":true,""abx"":false,""immuno"":false}",ROUTINE,travelers
gi_diarrhea,GID6,"{""dur"":10,""freq"":5,""blood"":false,""fever"":false,""dehyd"":false,""abdsev"":false,""travel"":false,""abx"":false,""immuno"":false}",ROUTINE,viral_gastro
gi_diarrhea,GID7,"{""dur"":1,""freq"":4,""blood"":true,""fever"":false,""dehyd"":false,""abdsev"":false,""travel"":false,""abx"":false,""immuno"":false}",URGENT,invasive_bacterial
gi_diarrhea,GID8,"{""dur"":3,""freq"":7,""blood"":false,""fever"":true,""dehyd"":false,""abdsev"":false,""travel"":false,""abx"":false,""immuno"":false}",URGENT,invasive_bacterial
gi_diarrhea,GID9,"{""dur"":4,""freq"":6,""blood"":false,""fever"":false,""dehyd"":false,""abdsev"":true,""travel"":false,""abx"":false,""immuno"":false}",URGENT,viral_gastro
gi_diarrhea,GID10,"{""dur"":2,""freq"":5,""blood"":false,""fever"":false,""dehyd"":false,""abdsev"":false,""travel"":false,""abx"":false,""immuno"":true}",URGENT,viral_gastro

gi_vomiting,GIV1,"{""dur"":1,""blood"":false,""bilious"":false,""abdsev"":false,""fever"":false,""dehyd"":false,""neuro"":false,""preg"":false}",ROUTINE,gastritis
gi_vomiting,GIV2,"{""dur"":1,""blood"":true,""bilious"":false,""abdsev"":false,""fever"":false,""dehyd"":false,""neuro"":false,""preg"":false}",EMERG,gastroenteritis
gi_vomiting,GIV3,"{""dur"":1,""blood"":false,""bilious"":true,""abdsev"":true,""fever"":false,""dehyd"":false,""neuro"":false,""preg"":false}",EMERG,pancreatitis_like
gi_vomiting,GIV4,"{""dur"":2,""blood"":false,""bilious"":false,""abdsev"":true,""fever"":true,""dehyd"":false,""neuro"":false,""preg"":false}",URGENT,pancreatitis_like
gi_vomiting,GIV5,"{""dur"":2,""blood"":false,""bilious"":false,""abdsev"":false,""fever"":false,""dehyd"":true,""neuro"":false,""preg"":false}",URGENT,gastroenteritis
gi_vomiting,GIV6,"{""dur"":1,""blood"":false,""bilious"":false,""abdsev"":false,""fever"":false,""dehyd"":false,""neuro"":true,""preg"":false}",EMERG,gastroenteritis
gi_vomiting,GIV7,"{""dur"":1,""blood"":false,""bilious"":false,""abdsev"":false,""fever"":false,""dehyd"":false,""neuro"":false,""preg"":true}",URGENT,gastroenteritis
gi_vomiting,GIV8,"{""dur"":4,""blood"":false,""bilious"":false,""abdsev"":false,""fever"":false,""dehyd"":false,""neuro"":false,""preg"":false}",ROUTINE,gastritis
gi_vomiting,GIV9,"{""dur"":1,""blood"":false,""bilious"":true,""abdsev"":false,""fever"":false,""dehyd"":false,""neuro"":false,""preg"":false}",URGENT,pancreatitis_like
gi_vomiting,GIV10,"{""dur"":2,""blood"":false,""bilious"":false,""abdsev"":false,""fever"":true,""dehyd"":false,""neuro"":false,""preg"":false}",URGENT,gastroenteritis

gi_gi_bleeding,GIB1,"{""type"":""black_tarry"",""heavy"":false,""faint"":false,""cp"":false,""blood_thinner"":false,""abdsev"":false}",EMERG,upper_gi
gi_gi_bleeding,GIB2,"{""type"":""vomit_blood"",""heavy"":true,""faint"":false,""cp"":false,""blood_thinner"":false,""abdsev"":false}",EMERG,upper_gi
gi_gi_bleeding,GIB3,"{""type"":""bright_red_stool"",""heavy"":false,""faint"":false,""cp"":false,""blood_thinner"":false,""abdsev"":false}",EMERG,lower_gi
gi_gi_bleeding,GIB4,"{""type"":""maroon"",""heavy"":false,""faint"":false,""cp"":false,""blood_thinner"":false,""abdsev"":false}",EMERG,lower_gi
gi_gi_bleeding,GIB5,"{""type"":""bright_red_stool"",""heavy"":true,""faint"":true,""cp"":false,""blood_thinner"":false,""abdsev"":false}",EMERG,lower_gi
gi_gi_bleeding,GIB6,"{""type"":""black_tarry"",""heavy"":false,""faint"":true,""cp"":false,""blood_thinner"":false,""abdsev"":false}",EMERG,upper_gi
gi_gi_bleeding,GIB7,"{""type"":""vomit_blood"",""heavy"":false,""faint"":false,""cp"":true,""blood_thinner"":false,""abdsev"":false}",EMERG,upper_gi
gi_gi_bleeding,GIB8,"{""type"":""bright_red_stool"",""heavy"":false,""faint"":false,""cp"":false,""blood_thinner"":true,""abdsev"":false}",EMERG,lower_gi
gi_gi_bleeding,GIB9,"{""type"":""black_tarry"",""heavy"":false,""faint"":false,""cp"":false,""blood_thinner"":false,""abdsev"":true}",EMERG,upper_gi
gi_gi_bleeding,GIB10,"{""type"":""vomit_blood"",""heavy"":false,""faint"":false,""cp"":false,""blood_thinner"":true,""abdsev"":false}",EMERG,upper_gi

gi_constipation,GIC1,"{""dur"":3,""abdsev"":false,""vomit"":false,""blood"":false,""fever"":false,""no_gas"":false}",ROUTINE,functional
