CC_ID,TOKEN
msk_joint_pain,YES
msk_joint_pain,Q_JTPN_FEVER
msk_joint_pain,Q_JTPN_TRAUMA
msk_joint_pain,Q_JTPN_MANY_JOINTS
msk_joint_pain,Q_JTPN_RASH
msk_joint_pain,NO
msk_joint_pain,Q_JTPN_UNABLE_WEIGHT
msk_sprain_injury,ANSWERS
msk_sprain_injury,Q_SINJ_DEFORM
msk_sprain_injury,YES
msk_sprain_injury,Q_SINJ_UNABLE_WEIGHT
msk_sprain_injury,NO
msk_sprain_injury,Q_SINJ_NEUROVASCULAR
msk_sprain_injury,Q_SINJ_OPEN
msk_sprain_injury,Q_SINJ_SEVERE
msk_sprain_injury,Q_SINJ_HEAD_INJURY
neuro_confusion_ams,ANSWERS
neuro_confusion_ams,Q_AMS_LOW_GLUCOSE
neuro_confusion_ams,YES
neuro_confusion_ams,Q_AMS_TOXIC
neuro_confusion_ams,Q_AMS_FEVER
neuro_confusion_ams,Q_AMS_STROKE_SIGNS
neuro_confusion_ams,Q_AMS_SUDDEN
neuro_confusion_ams,Q_AMS_HEADACHE
neuro_dizziness_vertigo,ANSWERS
neuro_dizziness_vertigo,Q_DIZV_KIND
neuro_dizziness_vertigo,SPINNING
neuro_dizziness_vertigo,Q_DIZV_NEURODEF
neuro_dizziness_vertigo,NO
neuro_dizziness_vertigo,Q_DIZV_VOMIT
neuro_dizziness_vertigo,YES
neuro_dizziness_vertigo,Q_DIZV_EAR
neuro_dizziness_vertigo,OFF_BALANCE
neuro_dizziness_vertigo,Q_DIZV_CARDIAC
neuro_dizziness_vertigo,Q_DIZV_HEADACHE
neuro_headache,ANSWERS
neuro_headache,Q_NHA_THUNDER
neuro_headache,NO
neuro_headache,Q_NHA_NEURODEF
neuro_headache,Q_NHA_PHOTOPHOBIA
neuro_headache,YES
neuro_headache,Q_NHA_UNILATERAL
neuro_headache,Q_NHA_FEVER_NECK
neuro_headache,Q_NHA_STRESS_TIGHT
neuro_headache,Q_NHA_IMMUNO
neuro_headache,Q_NHA_RASH_PURPLE
neuro_headache,Q_NHA_AGE50
neuro_headache,Q_NHA_JAW_CLAUD
neuro_headache,Q_NHA_SCALP_TENDER
neuro_headache,Q_NHA_EYE
neuro_headache,Q_NHA_TRAUMA
neuro_headache,Q_NHA_PREG_POSTPARTUM
neuro_seizure,ANSWERS
neuro_seizure,Q_SEIZ_FIRST
neuro_seizure,YES
neuro_seizure,Q_SEIZ_ONGOING
neuro_seizure,Q_SEIZ_METABOLIC
neuro_seizure,Q_SEIZ_FEVER
neuro_seizure,NO
neuro_seizure,Q_SEIZ_INJURY
neuro_seizure,Q_SEIZ_PREG_POSTPARTUM
neuro_syncope,ANSWERS
neuro_syncope,Q_SYNC_EXERT
neuro_syncope,NO
neuro_syncope,Q_SYNC_CARDIAC
neuro_syncope,YES
neuro_syncope,Q_SYNC_BLEED
neuro_syncope,Q_SYNC_NEURODEF
neuro_syncope,Q_SYNC_INJURY
neuro_syncope,Q_SYNC_PREG
neuro_weakness_numbness,ANSWERS
neuro_weakness_numbness,Q_WKNUM_SUDDEN
neuro_weakness_numbness,YES
neuro_weakness_numbness,Q_WKNUM_ONE_SIDE
neuro_weakness_numbness,Q_WKNUM_FACE_SPEECH
neuro_weakness_numbness,Q_WKNUM_SPINAL
neuro_weakness_numbness,NO
neuro_weakness_numbness,Q_WKNUM_VISION
ophtho_eye_pain_foreign_body,ANSWERS
ophtho_eye_pain_foreign_body,Q_OEPFB_METAL_WORK
ophtho_eye_pain_foreign_body,YES
ophtho_eye_pain_foreign_body,Q_OEPFB_SEVERE_PAIN
ophtho_eye_pain_foreign_body,Q_OEPFB_PHOTOPHOBIA
ophtho_eye_pain_foreign_body,NO
ophtho_eye_pain_foreign_body,Q_OEPFB_CONTACT
ophtho_eye_pain_foreign_body,Q_OEPFB_CHEMICAL
ophtho_eye_pain_foreign_body,Q_OEPFB_VISION_CHANGE
ophtho_red_eye,ANSWERS
ophtho_red_eye,Q_ORE_CHEMICAL_EXPOSURE
ophtho_red_eye,YES
ophtho_red_eye,Q_ORE_TRAUMA
ophtho_red_eye,Q_ORE_TRAUMA_HIGH_VELOCITY
ophtho_red_eye,Q_ORE_VISION_CHANGE
ophtho_red_eye,Q_ORE_CONTACT
ophtho_red_eye,Q_ORE_PAIN
ophtho_red_eye,Q_ORE_PHOTOPHOBIA
ophtho_red_eye,Q_ORE_FOREIGN_BODY_SENSATION
ophtho_red_eye,NO
ophtho_red_eye,Q_ORE_SEVERE_PAIN
ophtho_red_eye,Q_ORE_HALO_VISION
ophtho_red_eye,Q_ORE_DISCHARGE_PUS
ophtho_vision_loss,ANSWERS
ophtho_vision_loss,Q_OVL_FLASHES_FLOATERS
ophtho_vision_loss,YES
ophtho_vision_loss,Q_OVL_SUDDEN
ophtho_vision_loss,Q_OVL_PAIN
ophtho_vision_loss,NO
ophtho_vision_loss,Q_OVL_HEADACHE
ophtho_vision_loss,Q_OVL_NEURODEF
ophtho_vision_loss,Q_OVL_TRAUMA
ortho_trauma_fracture_dislocation,ANSWERS
ortho_trauma_fracture_dislocation,Q_OTFX_DEFORM
ortho_trauma_fracture_dislocation,YES
ortho_trauma_fracture_dislocation,Q_OTFX_UNABLE_WEIGHT
ortho_trauma_fracture_dislocation,Q_OTFX_OPEN
ortho_trauma_fracture_dislocation,Q_OTFX_NEUROVASCULAR
ortho_trauma_fracture_dislocation,NO
ortho_trauma_fracture_dislocation,Q_OTFX_SEVERE
ortho_trauma_fracture_dislocation,Q_OTFX_HIGH_ENERGY
ortho_trauma_head_injury,ANSWERS
ortho_trauma_head_injury,Q_OTHI_BLOOD_THINNER
ortho_trauma_head_injury,YES
ortho_trauma_head_injury,Q_OTHI_NEURODEF
ortho_trauma_head_injury,Q_OTHI_VOMIT
ortho_trauma_head_injury,Q_OTHI_WORSENING
ortho_trauma_head_injury,Q_OTHI_LOC
ortho_trauma_head_injury,Q_OTHI_DANGER_MECH
ortho_trauma_head_injury,Q_OTHI_AGE_GE_65
ortho_trauma_head_injury,Q_OTHI_INTOX
ortho_trauma_head_injury,Q_OTHI_SEVERE_HEADACHE
ortho_trauma_head_injury,Q_OTHI_AMNESIA
ortho_trauma_laceration,ANSWERS
ortho_trauma_laceration,Q_OTLAC_DEEP
ortho_trauma_laceration,NO
ortho_trauma_laceration,Q_OTLAC_BLEEDING_UNCONTROLLED
ortho_trauma_laceration,YES
ortho_trauma_laceration,Q_OTLAC_TENDON
ortho_trauma_laceration,Q_OTLAC_NUMB
ortho_trauma_laceration,Q_OTLAC_DIRTY
ortho_trauma_laceration,Q_OTLAC_FACE_HAND
persistent_cough,ANSWERS
persistent_cough,Q_COUGH_SOB
persistent_cough,YES
persistent_cough,Q_COUGH_CP
persistent_cough,Q_COUGH_LEG_SWELL
persistent_cough,Q_COUGH_RECENT_SX
persistent_cough,Q_COUGH_HEMOP
persistent_cough,Q_COUGH_O2LOW
persistent_cough,REDFLAGGATE
persistent_cough,GATERESULT
persistent_cough,Q_COUGH_WHEEZE
persistent_cough,Q_COUGH_ASTHMA
persistent_cough,Q_COUGH_COPD
persistent_cough,Q_COUGH_FEVER
persistent_cough,Q_COUGH_DUR
persistent_cough,Q_COUGH_PND
persistent_cough,Q_COUGH_GERD
psych_agitation_psychosis,ANSWERS
psych_agitation_psychosis,Q_PAGIT_HALLUC
psych_agitation_psychosis,YES
psych_agitation_psychosis,Q_PAGIT_SUBSTANCE
psych_agitation_psychosis,Q_PAGIT_FEVER
psych_agitation_psychosis,Q_PAGIT_VIOLENT
psych_agitation_psychosis,Q_PAGIT_UNABLE_SAFE
psych_agitation_psychosis,NO
psych_agitation_psychosis,Q_PAGIT_SI
psych_anxiety_panic,ANSWERS
psych_anxiety_panic,Q_PANX_CP
psych_anxiety_panic,YES
psych_anxiety_panic,Q_PANX_SOB
psych_anxiety_panic,Q_PANX_SYNCOPE
psych_anxiety_panic,Q_PANX_NEW_NEURO
psych_anxiety_panic,Q_PANX_FEVER
psych_anxiety_panic,Q_PANX_SUDDEN
psych_anxiety_panic,Q_PANX_SUBSTANCE
psych_anxiety_panic,Q_PANX_WITHDRAWAL
psych_anxiety_panic,Q_PANX_SI
psych_depression_suicidal_ideation,ANSWERS
psych_depression_suicidal_ideation,Q_PDEP_SI
psych_depression_suicidal_ideation,YES
psych_depression_suicidal_ideation,Q_PDEP_INTENT
psych_depression_suicidal_ideation,Q_PDEP_PSYCHOSIS
psych_depression_suicidal_ideation,Q_PDEP_SUBSTANCE
psych_depression_suicidal_ideation,NO
psych_depression_suicidal_ideation,Q_PDEP_GRAVE
pulm_chest_tightness,ANSWERS
pulm_chest_tightness,Q_PCT_WHEEZE
pulm_chest_tightness,YES
pulm_chest_tightness,Q_PCT_SOB
pulm_chest_tightness,Q_PCT_PRESSURE
pulm_chest_tightness,NO
pulm_chest_tightness,Q_PCT_FEVER
pulm_chest_tightness,Q_PCT_EXERT
pulm_chest_tightness,Q_PCT_RISK
pulm_chest_tightness,REDFLAGGATE
pulm_chest_tightness,GATERESULT
pulm_cough,ANSWERS
pulm_cough,Q_PCO_DUR
pulm_cough,Q_PCO_FEVER
pulm_cough,NO
pulm_cough,YES
pulm_cough,Q_PCO_SOB
pulm_cough,Q_PCO_CP
pulm_cough,Q_PCO_WHEEZE
pulm_cough,Q_PCO_NIGHT
pulm_cough,Q_PCO_PND
pulm_cough,Q_PCO_BLOOD
pulm_cough,Q_PCO_HEARTBURN
pulm_cough,Q_PCO_IMMUNO
pulm_cough,Q_PCO_LEG_SWELLING
pulm_cough,REDFLAGGATE
pulm_cough,GATERESULT
pulm_hemoptysis,ANSWERS
pulm_hemoptysis,Q_HEMO_AMOUNT
pulm_hemoptysis,YES
pulm_hemoptysis,Q_HEMO_FEVER
pulm_hemoptysis,NO
pulm_hemoptysis,Q_HEMO_CP
pulm_hemoptysis,Q_HEMO_RISK
pulm_hemoptysis,Q_HEMO_SOB
pulm_hemoptysis,REDFLAGGATE
pulm_hemoptysis,GATERESULT
pulm_hemoptysis,Q_HEMO_BLOOD_THINNER
pulm_shortness_of_breath,ANSWERS
pulm_shortness_of_breath,Q_SOB_WHEEZE
pulm_shortness_of_breath,YES
pulm_shortness_of_breath,Q_SOB_FEVER
pulm_shortness_of_breath,Q_SOB_REST
pulm_shortness_of_breath,Q_SOB_HEART
pulm_shortness_of_breath,Q_SOB_LEG_SWELLING
pulm_shortness_of_breath,Q_SOB_ONSET
pulm_shortness_of_breath,Q_SOB_CYANOSIS
pulm_shortness_of_breath,Q_SOB_CP
pulm_shortness_of_breath,REDFLAGGATE
pulm_shortness_of_breath,GATERESULT
pulm_wheezing,ANSWERS
pulm_wheezing,Q_WHZ_TRIGGER
pulm_wheezing,YES
pulm_wheezing,Q_WHZ_INHALER
pulm_wheezing,Q_WHZ_FEVER
pulm_wheezing,Q_WHZ_SOB
pulm_wheezing,Q_WHZ_ALLERGY
pulm_wheezing,Q_WHZ_SPEAKING
pulm_wheezing,REDFLAGGATE
pulm_wheezing,GATERESULT
sinus_pressure,ANSWERS
sinus_pressure,Q_SP_PAIN
sinus_pressure,YES
sinus_pressure,Q_SP_FEVER
sinus_pressure,Q_SP_SOB
sinus_pressure,REDFLAGGATE
sinus_pressure,GATERESULT
sinus_pressure,SCORES
sinus_pressure,CL_SP_PRIMARY
sore_throat,ANSWERS
sore_throat,YES
sore_throat,Q_UNABLE_TO_SWALLOW_SALIVA
sore_throat,Q_MUFFLED_VOICE
sore_throat,Q_NECK_SWELLING
sore_throat,Q_SHORTNESS_OF_BREATH
sore_throat,MODIFIERS
sore_throat,IMMUNOCOMPROMISED
sore_throat,Q_DURATION_DAYS
sore_throat,REDFLAGGATE
sore_throat,GATERESULT
sore_throat,SCORES
sore_throat,CENTOR
sore_throat,Q_RECURRENT_STREP
tox_overdose_intoxication,ANSWERS
tox_overdose_intoxication,Q_TOXOD_SLOW_BREATH
tox_overdose_intoxication,YES
tox_overdose_intoxication,Q_TOXOD_AMS
tox_overdose_intoxication,Q_TOXOD_PINPOINT_PUPILS
tox_overdose_intoxication,Q_TOXOD_CHEST_PAIN
tox_overdose_intoxication,NO
tox_overdose_intoxication,Q_TOXOD_AGITATION_SEVERE
tox_overdose_intoxication,Q_TOXOD_DIAPHORESIS
tox_overdose_intoxication,Q_TOXOD_HYPERTHERMIA
tox_overdose_intoxication,Q_TOXOD_DRY_SKIN
tox_overdose_intoxication,Q_TOXOD_HALLUCINATIONS
tox_overdose_intoxication,Q_TOXOD_TREMOR_CLONUS
tox_overdose_intoxication,Q_TOXOD_ANTIDEPRESSANTS_SSRI
tox_overdose_intoxication,Q_TOXOD_UNKNOWN
tox_overdose_intoxication,Q_TOXOD_SEIZURE
tox_overdose_intoxication,Q_TOXOD_VOMIT
tox_poisoning_exposure,ANSWERS
tox_poisoning_exposure,Q_TOXPX_CORROSIVE
tox_poisoning_exposure,YES
tox_poisoning_exposure,Q_TOXPX_INHALATION
tox_poisoning_exposure,Q_TOXPX_AMS
tox_poisoning_exposure,Q_TOXPX_VOMIT
tox_poisoning_exposure,Q_TOXPX_UNKNOWN
tox_poisoning_exposure,NO
tox_poisoning_exposure,Q_TOXPX_CHEST_PAIN
tox_withdrawal,ANSWERS
tox_withdrawal,Q_TOXWD_HALLUC
tox_withdrawal,YES
tox_withdrawal,Q_TOXWD_AUTONOMIC
tox_withdrawal,Q_TOXWD_SEIZURE
tox_withdrawal,Q_TOXWD_VOMIT
tox_withdrawal,Q_TOXWD_HIGH_RISK
tox_withdrawal,NO
tox_withdrawal,Q_TOXWD_CHEST_PAIN
